pattern_id,pattern_type,description,threshold
P109778,velocity,High frequency transactions in short time,7
P109779,circular,Money returns to original account,6
P109780,smurfing,Multiple small transactions within short time,1
P109781,smurfing,Multiple small transactions within short time,3
P109782,smurfing,Multiple small transactions within short time,4
P109783,velocity,High frequency transactions in short time,2
P109784,velocity,High frequency transactions in short time,5
P109785,circular,Money returns to original account,9
P109786,layering,Multiple sequential transfers across accounts,6
P109787,smurfing,Multiple small transactions within short time,7
P109788,circular,Money returns to original account,4
P109789,layering,Multiple sequential transfers across accounts,6
P109790,smurfing,Multiple small transactions within short time,7
P109791,smurfing,Multiple small transactions within short time,4
P109792,smurfing,Multiple small transactions within short time,2
P109793,layering,Multiple sequential transfers across accounts,4
P109794,circular,Money returns to original account,1
P109795,circular,Money returns to original account,5
P109796,layering,Multiple sequential transfers across accounts,5
P109797,velocity,High frequency transactions in short time,6
P109798,circular,Money returns to original account,2
P109799,circular,Money returns to original account,1
P109800,velocity,High frequency transactions in short time,5
P109801,layering,Multiple sequential transfers across accounts,3
P109802,velocity,High frequency transactions in short time,3
P109803,velocity,High frequency transactions in short time,6
P109804,velocity,High frequency transactions in short time,7
P109805,layering,Multiple sequential transfers across accounts,4
P109806,layering,Multiple sequential transfers across accounts,8
P109807,circular,Money returns to original account,1
P109808,circular,Money returns to original account,9
P109809,layering,Multiple sequential transfers across accounts,1
P109810,circular,Money returns to original account,4
P109811,layering,Multiple sequential transfers across accounts,1
P109812,circular,Money returns to original account,3
P109813,velocity,High frequency transactions in short time,9
P109814,velocity,High frequency transactions in short time,1
P109815,velocity,High frequency transactions in short time,10
P109816,layering,Multiple sequential transfers across accounts,5
P109817,layering,Multiple sequential transfers across accounts,9
P109818,layering,Multiple sequential transfers across accounts,2
P109819,smurfing,Multiple small transactions within short time,2
P109820,layering,Multiple sequential transfers across accounts,9
P109821,layering,Multiple sequential transfers across accounts,3
P109822,circular,Money returns to original account,4
P109823,circular,Money returns to original account,7
P109824,circular,Money returns to original account,9
P109825,circular,Money returns to original account,9
P109826,layering,Multiple sequential transfers across accounts,8
P109827,layering,Multiple sequential transfers across accounts,4
P109828,velocity,High frequency transactions in short time,10
P109829,layering,Multiple sequential transfers across accounts,6
P109830,smurfing,Multiple small transactions within short time,9
P109831,velocity,High frequency transactions in short time,9
P109832,velocity,High frequency transactions in short time,3
P109833,velocity,High frequency transactions in short time,3
P109834,layering,Multiple sequential transfers across accounts,2
P109835,circular,Money returns to original account,7
P109836,velocity,High frequency transactions in short time,4
P109837,circular,Money returns to original account,8
P109838,velocity,High frequency transactions in short time,9
P109839,layering,Multiple sequential transfers across accounts,3
P109840,smurfing,Multiple small transactions within short time,4
P109841,layering,Multiple sequential transfers across accounts,3
P109842,circular,Money returns to original account,9
P109843,smurfing,Multiple small transactions within short time,6
P109844,circular,Money returns to original account,7
P109845,circular,Money returns to original account,4
P109846,circular,Money returns to original account,9
P109847,layering,Multiple sequential transfers across accounts,5
P109848,layering,Multiple sequential transfers across accounts,8
P109849,smurfing,Multiple small transactions within short time,3
P109850,layering,Multiple sequential transfers across accounts,4
P109851,circular,Money returns to original account,7
P109852,circular,Money returns to original account,5
P109853,smurfing,Multiple small transactions within short time,5
P109854,velocity,High frequency transactions in short time,4
P109855,velocity,High frequency transactions in short time,4
P109856,layering,Multiple sequential transfers across accounts,6
P109857,layering,Multiple sequential transfers across accounts,1
P109858,layering,Multiple sequential transfers across accounts,5
