complaint_id,text,label
C108929,Multiple OTP requests without action,fraud
C108930,Login issue,normal
C108931,Unable to update profile,normal
C108932,Need account statement,normal
C108933,Multiple OTP requests without action,fraud
C108934,Money deducted but not received,fraud
C108935,Need account statement,normal
C108936,Suspicious activity detected,fraud
C108937,Suspicious activity detected,fraud
C108938,Multiple OTP requests without action,fraud
C108939,Login issue,normal
C108940,Unknown beneficiary added and funds transferred,fraud
C108941,Password reset not working,normal
C108942,Unable to update profile,normal
C108943,Need account statement,normal
C108944,Unable to update profile,normal
C108945,Password reset not working,normal
C108946,Password reset not working,normal
C108947,App is slow,normal
C108948,Unable to update profile,normal
C108949,Unable to update profile,normal
C108950,Unknown beneficiary added and funds transferred,fraud
C108951,Money deducted but not received,fraud
C108952,Money deducted but not received,fraud
C108953,Unknown beneficiary added and funds transferred,fraud
C108954,Money deducted but not received,fraud
C108955,Unauthorized transaction from my account,fraud
C108956,Need account statement,normal
C108957,Money deducted but not received,fraud
C108958,Password reset not working,normal
C108959,Need account statement,normal
C108960,Unable to update profile,normal
C108961,Money deducted but not received,fraud
C108962,App is slow,normal
C108963,Need account statement,normal
C108964,Multiple OTP requests without action,fraud
C108965,Need account statement,normal
C108966,Money deducted but not received,fraud
C108967,Password reset not working,normal
C108968,Need account statement,normal
C108969,Login issue,normal
C108970,App is slow,normal
C108971,Login issue,normal
C108972,Unable to update profile,normal
C108973,Suspicious activity detected,fraud
C108974,Money deducted but not received,fraud
C108975,Need account statement,normal
C108976,Money deducted but not received,fraud
C108977,App is slow,normal
C108978,Login issue,normal
C108979,Unable to update profile,normal
C108980,Password reset not working,normal
C108981,Money deducted but not received,fraud
C108982,Unable to update profile,normal
C108983,Unauthorized transaction from my account,fraud
C108984,Money deducted but not received,fraud
C108985,Password reset not working,normal
C108986,Unable to update profile,normal
C108987,Login issue,normal
C108988,App is slow,normal
C108989,App is slow,normal
C108990,Password reset not working,normal
C108991,Unable to update profile,normal
C108992,Suspicious activity detected,fraud
C108993,Login issue,normal
C108994,App is slow,normal
C108995,Suspicious activity detected,fraud
C108996,App is slow,normal
C108997,Password reset not working,normal
C108998,Need account statement,normal
C108999,Password reset not working,normal
C109000,Unknown beneficiary added and funds transferred,fraud
C109001,Unauthorized transaction from my account,fraud
C109002,Suspicious activity detected,fraud
C109003,App is slow,normal
C109004,Multiple OTP requests without action,fraud
C109005,Need account statement,normal
C109006,Login issue,normal
C109007,Money deducted but not received,fraud
C109008,Need account statement,normal
C109009,Login issue,normal
C109010,Need account statement,normal
C109011,Unable to update profile,normal
C109012,Need account statement,normal
C109013,Need account statement,normal
C109014,Login issue,normal
C109015,Money deducted but not received,fraud
C109016,Password reset not working,normal
C109017,Need account statement,normal
C109018,Password reset not working,normal
C109019,Unknown beneficiary added and funds transferred,fraud
C109020,Unable to update profile,normal
C109021,Unable to update profile,normal
C109022,App is slow,normal
C109023,Login issue,normal
C109024,Login issue,normal
C109025,Suspicious activity detected,fraud
C109026,Suspicious activity detected,fraud
C109027,App is slow,normal
C109028,Unable to update profile,normal
C109029,Need account statement,normal
C109030,Need account statement,normal
C109031,Suspicious activity detected,fraud
C109032,App is slow,normal
C109033,Money deducted but not received,fraud
C109034,Unknown beneficiary added and funds transferred,fraud
C109035,Login issue,normal
C109036,Login issue,normal
C109037,Multiple OTP requests without action,fraud
C109038,App is slow,normal
C109039,Unable to update profile,normal
C109040,App is slow,normal
C109041,Login issue,normal
C109042,Password reset not working,normal
C109043,Need account statement,normal
C109044,Password reset not working,normal
C109045,Password reset not working,normal
C109046,Unable to update profile,normal
C109047,Password reset not working,normal
C109048,Unknown beneficiary added and funds transferred,fraud
C109049,Unable to update profile,normal
C109050,Suspicious activity detected,fraud
C109051,Login issue,normal
C109052,Money deducted but not received,fraud
C109053,Login issue,normal
C109054,Password reset not working,normal
C109055,Unauthorized transaction from my account,fraud
C109056,App is slow,normal
C109057,Login issue,normal
C109058,Unauthorized transaction from my account,fraud
C109059,Unable to update profile,normal
C109060,Multiple OTP requests without action,fraud
C109061,Login issue,normal
C109062,App is slow,normal
C109063,Unknown beneficiary added and funds transferred,fraud
C109064,Unable to update profile,normal
C109065,Password reset not working,normal
C109066,App is slow,normal
C109067,Suspicious activity detected,fraud
C109068,App is slow,normal
C109069,Multiple OTP requests without action,fraud
C109070,Unknown beneficiary added and funds transferred,fraud
C109071,Money deducted but not received,fraud
C109072,Need account statement,normal
C109073,Multiple OTP requests without action,fraud
C109074,Money deducted but not received,fraud
C109075,Multiple OTP requests without action,fraud
C109076,Unable to update profile,normal
C109077,Login issue,normal
C109078,Login issue,normal
C109079,App is slow,normal
C109080,Need account statement,normal
C109081,Money deducted but not received,fraud
C109082,Need account statement,normal
C109083,Money deducted but not received,fraud
C109084,Unable to update profile,normal
C109085,Login issue,normal
C109086,Unable to update profile,normal
C109087,Multiple OTP requests without action,fraud
C109088,Multiple OTP requests without action,fraud
C109089,Need account statement,normal
C109090,Money deducted but not received,fraud
C109091,Unable to update profile,normal
C109092,Suspicious activity detected,fraud
C109093,Money deducted but not received,fraud
C109094,Password reset not working,normal
C109095,Suspicious activity detected,fraud
C109096,Need account statement,normal
C109097,Money deducted but not received,fraud
C109098,Money deducted but not received,fraud
C109099,Money deducted but not received,fraud
C109100,Need account statement,normal
C109101,Unauthorized transaction from my account,fraud
C109102,Need account statement,normal
C109103,Login issue,normal
C109104,Unauthorized transaction from my account,fraud
C109105,Unknown beneficiary added and funds transferred,fraud
C109106,App is slow,normal
C109107,Login issue,normal
C109108,Need account statement,normal
C109109,Unable to update profile,normal
C109110,Login issue,normal
C109111,Money deducted but not received,fraud
C109112,Need account statement,normal
C109113,Money deducted but not received,fraud
C109114,Suspicious activity detected,fraud
C109115,Unknown beneficiary added and funds transferred,fraud
C109116,App is slow,normal
C109117,Suspicious activity detected,fraud
C109118,Login issue,normal
C109119,Unauthorized transaction from my account,fraud
C109120,Password reset not working,normal
C109121,Need account statement,normal
C109122,Multiple OTP requests without action,fraud
C109123,Password reset not working,normal
C109124,App is slow,normal
C109125,Login issue,normal
C109126,Login issue,normal
C109127,Password reset not working,normal
C109128,App is slow,normal
C109129,Password reset not working,normal
C109130,App is slow,normal
C109131,Password reset not working,normal
C109132,Need account statement,normal
C109133,Password reset not working,normal
C109134,Multiple OTP requests without action,fraud
C109135,App is slow,normal
C109136,Password reset not working,normal
C109137,Money deducted but not received,fraud
C109138,Suspicious activity detected,fraud
C109139,Need account statement,normal
C109140,Multiple OTP requests without action,fraud
C109141,Password reset not working,normal
C109142,Unable to update profile,normal
C109143,Money deducted but not received,fraud
C109144,App is slow,normal
C109145,Multiple OTP requests without action,fraud
C109146,App is slow,normal
C109147,Need account statement,normal
C109148,App is slow,normal
C109149,Need account statement,normal
C109150,Password reset not working,normal
C109151,Money deducted but not received,fraud
